PG.ProteinGroups,PG.ProteinAccessions,PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.FastaFiles,PG.Qvalue,PG.Cscore,Q2305_FS_230428_NoRNA_str_AMP_1_052.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_AMP_2_055.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_AMP_3_058.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_Beads_1_031.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_Beads_2_034.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_Beads_3_038.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_K57A_1_041.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_K57A_2_044.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_K57A_3_048.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_AMP_1_021.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_AMP_2_024.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_AMP_3_028.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_Beads_1_002.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_Beads_2_005.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_Beads_3_008.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_K57A_1_011.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_K57A_2_015.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_K57A_3_018.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_AMP_1_052.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_AMP_2_055.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_AMP_3_058.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_Beads_1_031.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_Beads_2_034.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_Beads_3_038.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_K57A_1_041.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_K57A_2_044.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_K57A_3_048.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_AMP_1_021.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_AMP_2_024.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_AMP_3_028.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_Beads_1_002.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_Beads_2_005.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_Beads_3_008.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_K57A_1_011.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_K57A_2_015.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_K57A_3_018.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_AMP_1_052.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_AMP_2_055.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_AMP_3_058.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_Beads_1_031.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_Beads_2_034.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_Beads_3_038.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_K57A_1_041.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_K57A_2_044.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_K57A_3_048.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_AMP_1_021.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_AMP_2_024.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_AMP_3_028.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_Beads_1_002.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_Beads_2_005.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_Beads_3_008.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_K57A_1_011.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_K57A_2_015.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_K57A_3_018.raw.PG.Quantity
Q9NRP0,Q9NRP0,OSTC,Oligosaccharyltransferase complex subunit OSTC,Q9NRP0,OSTC_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,48.36092,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,6786.90576171875,6627.43896484375,NaN,16194.060546875,16081.302734375,13361.4326171875,18880.23046875,16119.623046875,24282.94140625,11867.3896484375,17341.984375,15316.357421875,23308.2421875,NaN,22675.740234375,23810.59375,16907.017578125,16989.498046875
Q9NRP2,Q9NRP2,CMC2,COX assembly mitochondrial protein 2 homolog,Q9NRP2,COXM2_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,56.756638,1,2,2,3,3,3,3,3,3,1,0,1,3,3,2,2,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13907.396484375,13499.9423828125,11137.498046875,119846.34375,90535.984375,81380.28125,55588.4609375,60316.45703125,49870.8984375,4594.5234375,NaN,6616.4296875,4241.26416015625,604.2249145507812,757.5635375976562,5550.36279296875,439.14013671875,4133.3076171875
Q9NRR4,Q9NRR4,DROSHA,Ribonuclease 3,Q9NRR4,RNC_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,42.848495,0,0,0,1,1,1,1,1,1,2,2,2,1,0,1,1,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,NaN,NaN,8523.3505859375,9278.806640625,6051.5458984375,15527.8564453125,15005.013671875,11968.76953125,20830.4296875,23142.4609375,20613.884765625,8770.1748046875,NaN,10059.337890625,13478.744140625,13165.91796875,13803.8095703125
Q9NRR5;Q9UMX0,Q9NRR5;Q9UMX0,UBQLN4;UBQLN1,Ubiquilin-4;Ubiquilin-1,Q9NRR5;Q9UMX0,UBQL4_HUMAN;UBQL1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,41.33324,0,1,1,2,1,2,2,2,2,1,0,1,2,2,2,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,3021.26025390625,21351.919921875,71207.578125,47425.89453125,53649.20703125,51263.2109375,38623.9765625,49062.94140625,5585.271484375,NaN,14563.4326171875,28468.541015625,37242.97265625,31224.470703125,44150.578125,14535.0087890625,25176.669921875
Q9NRW7,Q9NRW7,VPS45,Vacuolar protein sorting-associated protein 45,Q9NRW7,VPS45_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,53.229443,1,1,1,1,2,2,2,1,2,1,1,1,2,2,3,3,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10985.380859375,8062.02587890625,6592.076171875,14549.3076171875,13066.4306640625,14692.4345703125,12180.2177734375,11786.9287109375,12860.4521484375,13987.7958984375,10425.3720703125,14533.64453125,10747.7099609375,12924.103515625,9837.4052734375,10088.7490234375,9062.244140625,10468.716796875
Q9NRX1,Q9NRX1,PNO1,RNA-binding protein PNO1,Q9NRX1,PNO1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,51.400444,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,NaN,NaN,2902.462158203125,547.5188598632812,2362.30810546875,1022.7008056640625,3273.007080078125,1731.6607666015625,5774.0224609375,NaN,NaN,NaN,4723.82958984375,986.9501953125,4892.36865234375,4244.654296875,853.7721557617188,1108.277587890625
Q9NRX2,Q9NRX2,MRPL17,"39S ribosomal protein L17, mitochondrial",Q9NRX2,RM17_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,55.429176,7,8,8,8,7,6,8,8,9,9,10,9,6,6,6,8,9,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,165277.609375,135853.09375,128472.9453125,89262.0390625,76737.6875,64843.61328125,89225.421875,81628.3515625,87936.78125,175009.375,225406.390625,130166.7578125,51352.46875,49670.60546875,45510.8828125,100780.3828125,100842.9296875,99065.1015625
Q9NRX4,Q9NRX4,PHPT1,14 kDa phosphohistidine phosphatase,Q9NRX4,PHP14_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,40.036644,0,0,0,0,0,0,2,1,2,0,0,2,0,0,0,2,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,NaN,NaN,NaN,NaN,NaN,NaN,12983.908203125,3086.53125,37347.2890625,NaN,NaN,1981.5560302734375,NaN,NaN,NaN,25095.15625,NaN,NaN
Q9NRY2,Q9NRY2,INIP,SOSS complex subunit C,Q9NRY2,SOSSC_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,46.456825,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,NaN,NaN,NaN,6196.53955078125,9666.287109375,11487.45703125,11443.572265625,10143.3271484375,9486.044921875,NaN,NaN,NaN,8511.3271484375,10218.466796875,10137.2861328125,15658.3203125,13392.6669921875,12265.7802734375
Q9NRZ7,Q9NRZ7,AGPAT3,1-acyl-sn-glycerol-3-phosphate acyltransferase gamma,Q9NRZ7,PLCC_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0.0006618133686300463,39.382145,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3319.359375,2007.21630859375,2549.901611328125,10480.7685546875,6194.86767578125,7901.61279296875,3025.544921875,5031.0205078125,1797.982666015625,2025.743896484375,862.4668579101562,703.4268798828125,7227.75390625,5701.263671875,1891.705810546875,2025.162841796875,1127.583251953125,1494.03173828125
Q9NS69,Q9NS69,TOMM22,Mitochondrial import receptor subunit TOM22 homolog,Q9NS69,TOM22_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,40.66447,2,2,3,2,3,3,4,4,4,3,4,3,3,3,3,4,3,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,47827.015625,15770.9755859375,40997.13671875,52996.578125,35594.48046875,51046.76953125,50638.0625,49798.66015625,46190.61328125,35591.0859375,26264.3984375,30368.998046875,30556.470703125,26867.130859375,35918.015625,31751.099609375,16839.515625,23472.98046875
Q9NS86,Q9NS86,LANCL2,LanC-like protein 2,Q9NS86,LANC2_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,51.004284,11,10,8,16,18,16,16,18,16,9,10,12,19,19,19,14,13,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,56670.609375,47146.66796875,46270.07421875,63609.45703125,55589.74609375,59541.515625,41270.890625,35390.234375,27123.7578125,30617.111328125,27622.5625,36914.75,60594.26953125,57270.98046875,59931.0390625,31037.619140625,33813.9375,33546.59375
Q9NSD9,Q9NSD9,FARSB,Phenylalanine--tRNA ligase beta subunit,Q9NSD9,SYFB_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,49.338444,19,21,22,13,14,11,22,22,27,46,45,45,17,28,12,40,42,37,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45378.60546875,54045.2890625,54941.72265625,10233.09375,14697.6015625,12643.0537109375,22444.228515625,21521.365234375,32998.234375,901113.625,954597.3125,649005.75,16555.4140625,39075.3515625,11369.81640625,127253.0703125,180391.78125,90008.71875
Q9NSE4,Q9NSE4,IARS2,"Isoleucine--tRNA ligase, mitochondrial",Q9NSE4,SYIM_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,51.61916,4,9,5,14,14,12,18,15,19,9,5,10,16,15,18,18,10,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18986.783203125,23756.05859375,53354.42578125,29667.21484375,27810.962890625,25606.306640625,40877.3125,34985.72265625,57732.7734375,19803.38671875,15658.61328125,23474.4296875,31599.0703125,25640.08203125,31436.78515625,38416.4296875,16618.62109375,20897.2734375
Q9NSI2,Q9NSI2,SLX9,Ribosome biogenesis protein SLX9 homolog,Q9NSI2,SLX9_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,42.183544,0,0,1,0,0,0,0,0,1,2,2,2,0,0,1,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,NaN,3686.12939453125,NaN,NaN,NaN,NaN,NaN,13105.5986328125,26975.263671875,20656.927734375,12784.861328125,NaN,NaN,17038.783203125,17006.466796875,14615.751953125,12890.29296875
Q9NSV4,Q9NSV4,DIAPH3,Protein diaphanous homolog 3,Q9NSV4,DIAP3_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0.005860579888957434,35.41724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,216.50411987304688,447.87213134765625
Q9NSY1,Q9NSY1,BMP2K,BMP-2-inducible protein kinase,Q9NSY1,BMP2K_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,49.43898,2,2,2,2,2,1,3,3,2,2,2,2,3,2,2,3,3,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15348.89453125,19810.458984375,23098.556640625,4922.142578125,6784.568359375,4333.8369140625,10777.73828125,10334.0283203125,11198.65234375,13622.5283203125,15936.8837890625,14348.2685546875,3369.602294921875,4732.81103515625,4257.08056640625,9514.978515625,7384.55517578125,7113.62060546875
Q9NT62,Q9NT62,ATG3,Ubiquitin-like-conjugating enzyme ATG3,Q9NT62,ATG3_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0.001305909239307868,38.426777,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,10820.0283203125,NaN,13106.5517578125,NaN,NaN,NaN,NaN,NaN,NaN,7806.7451171875,NaN,NaN
Q9NTJ3,Q9NTJ3,SMC4,Structural maintenance of chromosomes protein 4,Q9NTJ3,SMC4_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,52.71697,7,7,9,17,14,14,19,21,25,15,16,16,20,16,21,23,22,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21883.16796875,17444.4453125,20861.015625,14128.494140625,15978.03125,15706.2568359375,15943.6474609375,14642.0947265625,20338.888671875,26610.126953125,31084.79296875,22793.833984375,12456.271484375,13491.1728515625,14594.001953125,20740.86328125,20180.12890625,18879.0390625
Q9NTJ5,Q9NTJ5,SACM1L,Phosphatidylinositol-3-phosphatase SAC1,Q9NTJ5,SAC1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,45.4998,4,2,3,6,5,6,8,8,7,4,5,3,5,4,5,7,4,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15881.5380859375,16822.853515625,13296.00390625,28275.6015625,30963.455078125,26810.91796875,28854.244140625,18218.2421875,29358.03125,18055.767578125,20364.767578125,18223.064453125,28491.90625,22707.8046875,28739.8359375,19385.818359375,11833.720703125,13942.5048828125
Q9NTK5,Q9NTK5,OLA1,Obg-like ATPase 1,Q9NTK5,OLA1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,51.376373,8,10,17,6,7,0,16,13,31,46,46,37,12,9,4,27,14,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8172.43359375,11380.8466796875,27732.12890625,9499.5234375,7090.5126953125,NaN,8597.0068359375,6159.47705078125,30536.333984375,811427.875,904712.375,96446.2421875,13993.1875,16910.646484375,12016.572265625,28307.84375,13554.548828125,6011.41015625
Q9NTZ6,Q9NTZ6,RBM12,RNA-binding protein 12,Q9NTZ6,RBM12_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,46.866276,0,0,1,0,2,1,3,3,4,2,0,2,1,0,1,4,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,NaN,8065.9443359375,NaN,3425.7763671875,3837.748779296875,3387.877685546875,2923.140625,18596.28125,4019.435302734375,NaN,7617.02001953125,3352.848388671875,NaN,2.638758897781372,7087.4453125,1392.1607666015625,112.37785339355469
Q9NUD5,Q9NUD5,ZCCHC3,Zinc finger CCHC domain-containing protein 3,Q9NUD5,ZCHC3_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,55.364624,7,9,9,5,8,9,11,12,12,11,10,11,7,7,7,12,10,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44783.75,66984.25,59043.0234375,17490.306640625,24993.158203125,35039.72265625,40809.6328125,51947.02734375,48510.80078125,109225.4453125,116907.5234375,83472.265625,24786.57421875,21523.9609375,22579.041015625,42746.89453125,59590.13671875,59172.1484375
Q9NUG6,Q9NUG6,PDRG1,p53 and DNA damage-regulated protein 1,Q9NUG6,PDRG1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,45.5005,2,2,0,2,2,2,2,2,2,1,2,0,2,2,2,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19264.822265625,15673.927734375,NaN,58403.53125,42442.5859375,54640.953125,43853.5390625,30890.044921875,26652.873046875,9521.330078125,9244.365234375,NaN,32351.931640625,22122.126953125,20835.05859375,11620.4541015625,9971.4892578125,9874.6806640625
Q9NUJ1,Q9NUJ1,ABHD10,"Palmitoyl-protein thioesterase ABHD10, mitochondrial",Q9NUJ1,ABHDA_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,51.553593,2,2,4,10,9,9,6,5,7,4,4,5,12,10,11,8,3,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7139.03125,5390.70654296875,17986.296875,17701.2265625,17168.0859375,18538.634765625,11333.28515625,10245.4287109375,16341.0986328125,11505.3525390625,9022.7861328125,12896.2041015625,22831.333984375,27383.146484375,25066.1328125,18464.30078125,9890.189453125,11190.2060546875
Q9NUL3,Q9NUL3,STAU2,Double-stranded RNA-binding protein Staufen homolog 2,Q9NUL3,STAU2_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,46.5859,5,4,6,3,3,3,4,5,6,7,7,7,3,3,2,6,7,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,42552.66796875,46965.70703125,30647.7109375,4259.025390625,4607.24658203125,7870.06103515625,11520.84765625,14038.9033203125,13291.7587890625,81504.84375,81435.4609375,85168.3828125,4678.607421875,5390.99560546875,3187.633056640625,19326.291015625,24268.34765625,24573.244140625
Q9NUP7,Q9NUP7,TRMT13,tRNA:m(4)X modification enzyme TRM13 homolog,Q9NUP7,TRM13_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,52.418842,4,6,7,0,2,0,12,26,25,14,14,19,0,2,0,33,33,33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8062.36962890625,15796.1259765625,12090.8173828125,NaN,22972.25390625,NaN,11813.6044921875,25840.1015625,25223.24609375,21144.330078125,20838.015625,29321.263671875,NaN,25818.888671875,NaN,81318.5,113325.09375,74460.1796875
Q9NUP9,Q9NUP9,LIN7C,Protein lin-7 homolog C,Q9NUP9,LIN7C_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,54.068478,4,6,5,6,7,6,8,8,8,7,6,7,8,8,6,8,8,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12632.4970703125,9962.662109375,7477.99462890625,8915.94921875,9848.1728515625,7646.8984375,11959.70703125,12513.1572265625,9497.7734375,8053.97314453125,7139.1015625,10051.6630859375,10370.1513671875,12007.599609375,10307.490234375,9693.7822265625,9898.0322265625,10330.083984375
Q9NUQ3,Q9NUQ3,TXLNG,Gamma-taxilin,Q9NUQ3,TXLNG_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,47.9871,3,5,6,6,7,7,4,7,8,7,8,8,6,6,4,8,8,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8802.25,14756.03515625,14058.8447265625,14677.3935546875,13499.3388671875,12161.62890625,10007.6484375,12778.244140625,17774.0703125,37863.1953125,42762.45703125,26722.48046875,17711.462890625,13314.9609375,8683.8994140625,19770.255859375,19078.123046875,15461.5576171875
Q9NUQ6,Q9NUQ6,SPATS2L,SPATS2-like protein,Q9NUQ6,SPS2L_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,47.112823,1,0,1,0,0,0,0,0,0,2,2,1,0,0,0,1,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1297.2393798828125,NaN,929.9456176757812,NaN,NaN,NaN,NaN,NaN,NaN,6395.81689453125,6512.3955078125,3125.1845703125,NaN,NaN,NaN,2494.809814453125,1711.689208984375,744.3034057617188
Q9NUQ7,Q9NUQ7,UFSP2,Ufm1-specific protease 2,Q9NUQ7,UFSP2_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,45.01523,1,0,0,5,5,4,5,5,4,0,0,1,5,4,5,4,3,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1060.5572509765625,NaN,NaN,7177.84912109375,6839.046875,6702.4404296875,8210.04296875,7277.07958984375,6071.1201171875,NaN,NaN,2124.81298828125,8757.3818359375,8389.123046875,8597.4169921875,5547.1875,3375.064453125,5085.3212890625
Q9NUU7;Q9UMR2,Q9NUU7;Q9UMR2,DDX19A;DDX19B,ATP-dependent RNA helicase DDX19A;ATP-dependent RNA helicase DDX19B,Q9NUU7;Q9UMR2,DD19A_HUMAN;DD19B_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,43.536716,0,2,2,2,3,3,4,4,4,2,3,2,2,1,2,4,4,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,9789.935546875,6478.455078125,4389.6044921875,7641.43115234375,4881.59814453125,16925.9609375,15818.0927734375,18819.998046875,12143.4931640625,10697.109375,10135.498046875,5615.28271484375,4128.77978515625,3289.401123046875,11565.4306640625,7174.13037109375,11119.7890625
Q9NV06,Q9NV06,DCAF13,DDB1- and CUL4-associated factor 13,Q9NV06,DCA13_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,49.74586,0,0,0,0,1,1,2,2,1,4,5,3,4,4,4,5,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,NaN,NaN,NaN,1871.4918212890625,3170.646484375,2040.7183837890625,2734.80810546875,5022.56689453125,11418.38671875,12134.4384765625,5983.63427734375,7555.810546875,9613.7841796875,8332.9326171875,10305.9013671875,13630.5009765625,10301.1298828125
Q9NV56,Q9NV56,MRGBP,MRG/MORF4L-binding protein,Q9NV56,MRGBP_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,45.657223,2,2,2,0,2,0,2,2,1,2,2,2,1,1,1,2,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,55787.078125,62848.45703125,74802.765625,NaN,13185.234375,NaN,47832.07421875,42463.4765625,42492.4140625,142222.171875,133236.6875,96722.7265625,29508.06640625,18562.150390625,26343.06640625,23970.416015625,69536.4609375,54920.93359375
Q9NV79,Q9NV79,PCMTD2,Protein-L-isoaspartate O-methyltransferase domain-containing protein 2,Q9NV79,PCMD2_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,49.213013,4,4,4,7,7,7,6,6,6,5,4,6,6,7,7,6,6,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21880.087890625,25699.79296875,21129.99609375,56410.94921875,44532.07421875,54883.3671875,26472.43359375,24093.724609375,21675.646484375,18098.06640625,17715.5390625,22287.83203125,43527.94140625,46053.671875,44572.16796875,22747.658203125,27421.8046875,24013.8125
Q9NV88,Q9NV88,INTS9,Integrator complex subunit 9,Q9NV88,INT9_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,39.943493,0,1,1,1,2,3,4,4,2,2,2,4,3,3,2,4,3,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,1328.3768310546875,14731.025390625,11898.365234375,10975.7041015625,9081.5966796875,13776.458984375,11243.5068359375,9298.28125,8991.6220703125,10155.6630859375,15939.083984375,9154.6455078125,10544.56640625,11282.1455078125,9868.099609375,8198.169921875,11987.7158203125
Q9NVA1,Q9NVA1,UQCC1,Ubiquinol-cytochrome-c reductase complex assembly factor 1,Q9NVA1,UQCC1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,53.5952,3,2,3,3,6,5,5,5,5,3,3,5,6,5,6,6,6,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15539.828125,16048.828125,12718.5673828125,15844.435546875,13861.2353515625,16040.744140625,21905.1640625,18769.365234375,18402.134765625,12363.7919921875,11942.716796875,11555.7392578125,15859.869140625,14445.5751953125,14258.9208984375,21490.521484375,19792.32421875,18284.923828125
Q9NVA2,Q9NVA2,SEPTIN11,Septin-11,Q9NVA2,SEP11_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,47.880608,3,3,4,7,6,6,6,7,7,4,1,5,7,6,7,7,6,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6344.94140625,12979.11328125,14681.2841796875,6992.57470703125,9435.359375,7534.89111328125,8930.55859375,8738.1728515625,11501.3984375,7412.77099609375,5851.490234375,6485.07958984375,5889.57958984375,6435.98828125,3443.80126953125,8722.623046875,5762.744140625,7263.34619140625
Q9NVE7,Q9NVE7,PANK4,4'-phosphopantetheine phosphatase,Q9NVE7,PANK4_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0.0016020506247997437,38.1197,2,2,2,2,2,2,2,2,2,0,2,1,2,1,2,2,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27205.83984375,36640.78125,43882.96484375,14810.1982421875,12211.4951171875,16262.1796875,16759.775390625,13721.603515625,15620.505859375,NaN,188.60903930664062,3058.57421875,5668.00537109375,4037.319580078125,5933.39306640625,2581.295654296875,10061.478515625,1983.2999267578125
Q9NVI1,Q9NVI1,FANCI,Fanconi anemia group I protein,Q9NVI1,FANCI_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,56.42031,2,1,2,1,3,3,3,2,5,2,3,3,4,3,4,4,3,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9060.48828125,3180.7998046875,10472.51171875,5293.966796875,4380.08251953125,6803.69091796875,3952.297119140625,3954.780029296875,8140.28271484375,8816.6748046875,9846.208984375,7694.41259765625,7791.31005859375,4262.92333984375,9481.3583984375,10848.3525390625,7358.857421875,6367.59423828125
